project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index,file
30169075,51d1299,Patrick Kanzler,2019-08-08,42 (0),21 (0),19 (0),2 (0),10 (0),11 (0),2 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/30169075/31.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,151 (0),94 (0),85 (0),3 (0),25 (0),38 (0),3 (0),23 (0),7 (0),15 (0),8 (0),15 (0),22 (0),23 (0),102.567 (0),3.5 (0),358.984 (0),A,67.5933 (0),/home/senior/senior/all_metric/30169075/3.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,107 (0),22 (0),86 (0),10 (0),3 (0),10 (0),8 (0),4 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,86.392 (0),/home/senior/senior/all_metric/30169075/6.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,118 (0),65 (0),86 (0),1 (0),4 (0),20 (0),8 (0),10 (0),3 (0),16 (0),10 (0),16 (0),19 (0),26 (0),110.446 (0),1.5 (0),165.669 (0),A,58.0036 (0),/home/senior/senior/all_metric/30169075/22.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,104 (0),12 (0),96 (0),49 (0),0 (0),6 (0),2 (0),2 (0),1 (0),1 (0),1 (0),1 (0),2 (0),2 (0),2 (0),0.5 (0),1 (0),A,100 (0),/home/senior/senior/all_metric/30169075/29.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,29 (0),16 (0),13 (0),1 (0),6 (0),7 (0),3 (0),2 (0),1 (0),4 (0),2 (0),4 (0),5 (0),6 (0),13.9316 (0),0.5 (0),6.96578 (0),A,94.5223 (0),/home/senior/senior/all_metric/30169075/24.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,21 (0),10 (0),8 (0),1 (0),6 (0),5 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/30169075/37.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,7 (0),5 (0),5 (0),0 (0),0 (0),2 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/30169075/16.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,26 (0),20 (0),20 (0),0 (0),0 (0),6 (0),0 (0),3 (0),1 (0),4 (0),2 (0),4 (0),5 (0),6 (0),13.9316 (0),0.5 (0),6.96578 (0),A,63.2056 (0),/home/senior/senior/all_metric/30169075/20.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,71 (0),38 (0),31 (0),1 (0),25 (0),14 (0),1 (0),11 (0),2 (0),28 (0),16 (0),30 (0),30 (0),46 (0),225.717 (0),1.07143 (0),241.84 (0),A,74.8678 (0),/home/senior/senior/all_metric/30169075/15.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,19 (0),11 (0),11 (0),1 (0),0 (0),7 (0),1 (0),1 (0),2 (0),4 (0),2 (0),4 (0),6 (0),6 (0),15.5098 (0),1 (0),15.5098 (0),A,85.6453 (0),/home/senior/senior/all_metric/30169075/38.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,127 (0),79 (0),84 (0),23 (0),0 (0),24 (0),19 (0),3 (0),1 (0),28 (0),14 (0),28 (0),29 (0),42 (0),204.035 (0),0.5 (0),102.018 (0),A,68.1448 (0),/home/senior/senior/all_metric/30169075/39.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,19 (0),10 (0),13 (0),3 (0),3 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/30169075/4.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,581 (0),79 (0),496 (0),30 (0),19 (0),38 (0),28 (0),15 (0),4 (0),12 (0),7 (0),12 (0),16 (0),19 (0),76 (0),2 (0),152 (0),A,61.1433 (0),/home/senior/senior/all_metric/30169075/10.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,118 (0),56 (0),59 (0),7 (0),23 (0),29 (0),7 (0),18 (0),3 (0),10 (0),8 (0),10 (0),13 (0),18 (0),66.6079 (0),1.5 (0),99.9119 (0),A,76.1919 (0),/home/senior/senior/all_metric/30169075/11.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,294 (0),42 (0),69 (0),162 (0),0 (0),70 (0),155 (0),0 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,58.201 (0),/home/senior/senior/all_metric/30169075/1.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,11 (0),6 (0),6 (0),2 (0),0 (0),3 (0),2 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/30169075/40.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,280 (0),79 (0),207 (0),121 (0),0 (0),65 (0),8 (0),15 (0),2 (0),30 (0),15 (0),30 (0),32 (0),45 (0),225 (0),1 (0),225 (0),A,69.2203 (0),/home/senior/senior/all_metric/30169075/33.csv
30169075,51d1299,Patrick Kanzler,2019-08-08,8 (0),7 (0),7 (0),0 (0),0 (0),1 (0),0 (0),1 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,76.5547 (0),/home/senior/senior/all_metric/30169075/36.csv
29126205,e16eddc,seclark,2019-11-12,156 (0),113 (0),113 (0),10 (0),0 (0),34 (0),9 (0),18 (0),8 (0),181 (0),127 (0),241 (0),189 (0),368 (0),2782.91 (0),5.32597 (0),14821.7 (0),A,46.52 (0),/home/senior/senior/all_metric/29126205/8.csv
29126205,e16eddc,seclark,2019-11-12,245 (0),158 (0),158 (0),42 (0),0 (0),50 (0),37 (0),0 (0),10 (0),52 (0),44 (0),71 (0),62 (0),115 (0),684.733 (0),6.82692 (0),4674.62 (0),A,57.6753 (0),/home/senior/senior/all_metric/29126205/14.csv
29126205,e16eddc,seclark,2019-11-12,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29126205/7.csv
29126205,e16eddc,seclark,2019-11-12,93 (0),53 (0),52 (0),38 (0),5 (0),3 (0),33 (0),5 (0),7 (0),76 (0),46 (0),91 (0),83 (0),137 (0),873.38 (0),4.19079 (0),3660.15 (0),A,69.0694 (0),/home/senior/senior/all_metric/29126205/12.csv
29126205,e16eddc,seclark,2019-11-12,101 (0),72 (0),68 (0),29 (0),0 (0),11 (0),22 (0),3 (0),5 (0),80 (0),58 (0),116 (0),85 (0),174 (0),1115.23 (0),3.625 (0),4042.72 (0),A,65.755 (0),/home/senior/senior/all_metric/29126205/30.csv
29126205,e16eddc,seclark,2019-11-12,63 (0),25 (0),23 (0),21 (0),6 (0),14 (0),20 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29126205/23.csv
29126205,e16eddc,seclark,2019-11-12,51 (0),28 (0),28 (0),21 (0),0 (0),5 (0),18 (0),0 (0),4 (0),29 (0),17 (0),33 (0),33 (0),50 (0),252.22 (0),2.27586 (0),574.017 (0),A,79.8568 (0),/home/senior/senior/all_metric/29126205/32.csv
29126205,e16eddc,seclark,2019-11-12,62 (0),36 (0),33 (0),19 (0),4 (0),9 (0),16 (0),3 (0),4 (0),19 (0),15 (0),30 (0),23 (0),45 (0),203.56 (0),3.15789 (0),642.822 (0),A,77.949 (0),/home/senior/senior/all_metric/29126205/2.csv
29126205,e16eddc,seclark,2019-11-12,149 (0),63 (0),60 (0),41 (0),18 (0),33 (0),38 (0),1 (0),7 (0),23 (0),18 (0),32 (0),30 (0),50 (0),245.345 (0),4.86957 (0),1194.72 (0),A,69.4946 (0),/home/senior/senior/all_metric/29126205/18.csv
29126205,e16eddc,seclark,2019-11-12,470 (0),314 (0),309 (0),33 (0),20 (0),109 (0),32 (0),68 (0),14 (0),93 (0),61 (0),119 (0),107 (0),180 (0),1213.46 (0),8.95699 (0),10869 (0),A,38.1259 (0),/home/senior/senior/all_metric/29126205/17.csv
29126205,e16eddc,seclark,2019-11-12,101 (0),45 (0),42 (0),23 (0),11 (0),26 (0),22 (0),0 (0),3 (0),13 (0),14 (0),28 (0),16 (0),42 (0),168 (0),3.23077 (0),542.769 (0),A,76.0754 (0),/home/senior/senior/all_metric/29126205/13.csv
29126205,e16eddc,seclark,2019-11-12,137 (0),77 (0),76 (0),20 (0),0 (0),43 (0),18 (0),12 (0),8 (0),16 (0),13 (0),24 (0),24 (0),37 (0),169.644 (0),6 (0),1017.86 (0),A,67.4415 (0),/home/senior/senior/all_metric/29126205/21.csv
29126205,e16eddc,seclark,2019-11-12,52 (0),33 (0),33 (0),3 (0),0 (0),16 (0),3 (0),2 (0),2 (0),6 (0),3 (0),6 (0),8 (0),9 (0),27 (0),1 (0),27 (0),A,73.6861 (0),/home/senior/senior/all_metric/29126205/9.csv
29126205,e16eddc,seclark,2019-11-12,14 (0),3 (0),2 (0),1 (0),7 (0),4 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29126205/34.csv
29126205,e16eddc,seclark,2019-11-12,754 (0),455 (0),430 (0),137 (0),17 (0),182 (0),125 (0),59 (0),15 (0),587 (0),354 (0),697 (0),602 (0),1051 (0),9704.53 (0),8.90545 (0),86423.3 (0),A,36.2416 (0),/home/senior/senior/all_metric/29126205/5.csv
29126205,e16eddc,seclark,2019-11-12,33 (0),22 (0),22 (0),6 (0),0 (0),5 (0),6 (0),0 (0),3 (0),12 (0),6 (0),12 (0),15 (0),18 (0),70.324 (0),1.5 (0),105.486 (0),A,83.1967 (0),/home/senior/senior/all_metric/29126205/0.csv
29126205,e16eddc,seclark,2019-11-12,34 (0),18 (0),18 (0),10 (0),0 (0),6 (0),10 (0),0 (0),3 (0),7 (0),4 (0),8 (0),10 (0),12 (0),39.8631 (0),1.71429 (0),68.3368 (0),A,90.5054 (0),/home/senior/senior/all_metric/29126205/26.csv
29126205,e16eddc,seclark,2019-11-12,67 (0),29 (0),27 (0),22 (0),13 (0),6 (0),21 (0),0 (0),3 (0),11 (0),8 (0),16 (0),14 (0),24 (0),91.3765 (0),2.18182 (0),199.367 (0),A,74.8491 (0),/home/senior/senior/all_metric/29126205/35.csv
29126205,e16eddc,seclark,2019-11-12,80 (0),54 (0),54 (0),12 (0),0 (0),16 (0),10 (0),0 (0),5 (0),17 (0),14 (0),25 (0),22 (0),39 (0),173.918 (0),3.67647 (0),639.404 (0),A,70.4848 (0),/home/senior/senior/all_metric/29126205/25.csv
29126205,e16eddc,seclark,2019-11-12,76 (0),55 (0),54 (0),5 (0),0 (0),18 (0),4 (0),0 (0),2 (0),14 (0),8 (0),16 (0),16 (0),24 (0),96 (0),1.14286 (0),109.714 (0),A,65.1255 (0),/home/senior/senior/all_metric/29126205/19.csv
29126205,e16eddc,seclark,2019-11-12,184 (0),140 (0),124 (0),57 (0),0 (0),12 (0),48 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/29126205/27.csv
29126205,e16eddc,seclark,2019-11-12,107 (0),43 (0),40 (0),59 (0),3 (0),9 (0),55 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/29126205/28.csv
29126205,e16eddc,seclark,2019-11-12,73 (0),54 (0),54 (0),1 (0),0 (0),18 (0),1 (0),0 (0),4 (0),39 (0),30 (0),57 (0),43 (0),87 (0),472.085 (0),2.92308 (0),1379.94 (0),A,50.9496 (0),/home/senior/senior/all_metric/29126205/31.csv
29126205,e16eddc,seclark,2019-11-12,118 (0),72 (0),66 (0),16 (0),15 (0),24 (0),13 (0),3 (0),3 (0),57 (0),53 (0),106 (0),60 (0),159 (0),939.196 (0),2.78947 (0),2619.86 (0),A,67.3083 (0),/home/senior/senior/all_metric/29126205/3.csv
29126205,e16eddc,seclark,2019-11-12,164 (0),18 (0),154 (0),0 (0),3 (0),7 (0),0 (0),5 (0),2 (0),12 (0),6 (0),12 (0),14 (0),18 (0),68.5324 (0),1 (0),68.5324 (0),A,67.698 (0),/home/senior/senior/all_metric/29126205/6.csv
29126205,e16eddc,seclark,2019-11-12,65 (0),52 (0),52 (0),1 (0),0 (0),12 (0),1 (0),0 (0),4 (0),33 (0),28 (0),46 (0),37 (0),74 (0),385.5 (0),2.78788 (0),1074.73 (0),A,52.6121 (0),/home/senior/senior/all_metric/29126205/22.csv
29126205,e16eddc,seclark,2019-11-12,126 (0),72 (0),69 (0),23 (0),15 (0),23 (0),19 (0),3 (0),4 (0),51 (0),48 (0),94 (0),55 (0),142 (0),820.953 (0),3.68627 (0),3026.26 (0),A,67.8984 (0),/home/senior/senior/all_metric/29126205/29.csv
29126205,e16eddc,seclark,2019-11-12,38 (0),23 (0),21 (0),4 (0),0 (0),13 (0),4 (0),0 (0),6 (0),26 (0),15 (0),29 (0),32 (0),44 (0),220 (0),3.34615 (0),736.154 (0),A,76.7419 (0),/home/senior/senior/all_metric/29126205/24.csv
29126205,e16eddc,seclark,2019-11-12,61 (0),34 (0),31 (0),18 (0),3 (0),13 (0),14 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/29126205/37.csv
29126205,e16eddc,seclark,2019-11-12,30 (0),13 (0),11 (0),3 (0),8 (0),8 (0),3 (0),2 (0),4 (0),9 (0),8 (0),16 (0),13 (0),24 (0),88.8106 (0),3.55556 (0),315.771 (0),A,87.4306 (0),/home/senior/senior/all_metric/29126205/16.csv
29126205,e16eddc,seclark,2019-11-12,1958 (0),1154 (0),1098 (0),324 (0),97 (0),473 (0),290 (0),253 (0),17 (0),1003 (0),719 (0),1403 (0),1020 (0),2122 (0),21208 (0),11.8898 (0),252160 (0),C,8.07911 (0),/home/senior/senior/all_metric/29126205/20.csv
29126205,e16eddc,seclark,2019-11-12,2170 (0),1207 (0),1101 (0),358 (0),146 (0),582 (0),341 (0),209 (0),15 (0),1052 (0),672 (0),1312 (0),1067 (0),1984 (0),19957.7 (0),9.35361 (0),186677 (0),B,11.8528 (0),/home/senior/senior/all_metric/29126205/15.csv
29126205,e16eddc,seclark,2019-11-12,273 (0),207 (0),183 (0),92 (0),0 (0),11 (0),79 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/29126205/4.csv
29126205,e16eddc,seclark,2019-11-12,92 (0),59 (0),50 (0),23 (0),9 (0),13 (0),20 (0),1 (0),6 (0),73 (0),53 (0),105 (0),79 (0),158 (0),995.997 (0),4.31507 (0),4297.8 (0),A,69.3719 (0),/home/senior/senior/all_metric/29126205/10.csv
29126205,e16eddc,seclark,2019-11-12,36 (0),22 (0),22 (0),5 (0),0 (0),9 (0),5 (0),0 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,90.1163 (0),/home/senior/senior/all_metric/29126205/11.csv
29126205,e16eddc,seclark,2019-11-12,106 (0),63 (0),55 (0),27 (0),0 (0),28 (0),23 (0),6 (0),4 (0),21 (0),14 (0),26 (0),25 (0),40 (0),185.754 (0),2.47619 (0),459.963 (0),A,73.3571 (0),/home/senior/senior/all_metric/29126205/1.csv
29126205,e16eddc,seclark,2019-11-12,157 (0),96 (0),94 (0),61 (0),0 (0),10 (0),53 (0),0 (0),4 (0),90 (0),56 (0),112 (0),94 (0),168 (0),1101.17 (0),2.48889 (0),2740.69 (0),A,64.289 (0),/home/senior/senior/all_metric/29126205/33.csv
29126205,e16eddc,seclark,2019-11-12,15 (0),10 (0),10 (0),2 (0),0 (0),3 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29126205/36.csv
34600889,7372846,Sergio Infante,2017-11-14,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/69.csv
34600889,7372846,Sergio Infante,2017-11-14,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/42.csv
34600889,7372846,Sergio Infante,2017-11-14,45 (0),30 (0),34 (0),0 (0),0 (0),11 (0),0 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/8.csv
34600889,7372846,Sergio Infante,2017-11-14,35 (0),13 (0),16 (0),8 (0),4 (0),8 (0),7 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/75.csv
34600889,7372846,Sergio Infante,2017-11-14,7 (0),4 (0),4 (0),0 (0),0 (0),3 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/14.csv
34600889,7372846,Sergio Infante,2017-11-14,35 (0),25 (0),25 (0),0 (0),0 (0),10 (0),0 (0),9 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/66.csv
34600889,7372846,Sergio Infante,2017-11-14,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/50.csv
34600889,7372846,Sergio Infante,2017-11-14,25 (0),17 (0),22 (0),0 (0),0 (0),3 (0),0 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/7.csv
34600889,7372846,Sergio Infante,2017-11-14,203 (0),105 (0),110 (0),0 (0),72 (0),21 (0),0 (0),21 (0),2 (0),17 (0),10 (0),20 (0),19 (0),30 (0),127.438 (0),1.17647 (0),149.927 (0),A,68.0934 (0),/home/senior/senior/all_metric/34600889/12.csv
34600889,7372846,Sergio Infante,2017-11-14,338 (0),20 (0),43 (0),235 (0),0 (0),72 (0),223 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/30.csv
34600889,7372846,Sergio Infante,2017-11-14,51 (0),16 (0),49 (0),0 (0),0 (0),2 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/23.csv
34600889,7372846,Sergio Infante,2017-11-14,312 (0),143 (0),152 (0),0 (0),142 (0),18 (0),0 (0),26 (0),3 (0),35 (0),18 (0),36 (0),38 (0),54 (0),283.388 (0),1.54286 (0),437.227 (0),A,59.9449 (0),/home/senior/senior/all_metric/34600889/32.csv
34600889,7372846,Sergio Infante,2017-11-14,7 (0),4 (0),4 (0),0 (0),0 (0),3 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/45.csv
34600889,7372846,Sergio Infante,2017-11-14,578 (0),284 (0),301 (0),11 (0),218 (0),48 (0),11 (0),51 (0),5 (0),57 (0),29 (0),58 (0),62 (0),87 (0),518.015 (0),2.54386 (0),1317.76 (0),A,50.9265 (0),/home/senior/senior/all_metric/34600889/2.csv
34600889,7372846,Sergio Infante,2017-11-14,46 (0),35 (0),35 (0),0 (0),0 (0),11 (0),0 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/18.csv
34600889,7372846,Sergio Infante,2017-11-14,16 (0),13 (0),13 (0),0 (0),0 (0),3 (0),0 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/17.csv
34600889,7372846,Sergio Infante,2017-11-14,16 (0),5 (0),14 (0),0 (0),0 (0),2 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/13.csv
34600889,7372846,Sergio Infante,2017-11-14,35 (0),10 (0),32 (0),0 (0),0 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/44.csv
34600889,7372846,Sergio Infante,2017-11-14,7 (0),4 (0),4 (0),0 (0),0 (0),3 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/62.csv
34600889,7372846,Sergio Infante,2017-11-14,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/21.csv
34600889,7372846,Sergio Infante,2017-11-14,136 (0),13 (0),128 (0),2 (0),0 (0),6 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/51.csv
34600889,7372846,Sergio Infante,2017-11-14,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/57.csv
34600889,7372846,Sergio Infante,2017-11-14,791 (0),430 (0),417 (0),3 (0),313 (0),58 (0),3 (0),99 (0),7 (0),115 (0),68 (0),135 (0),122 (0),203 (0),1406.94 (0),4.1087 (0),5780.69 (0),A,38.7369 (0),/home/senior/senior/all_metric/34600889/43.csv
34600889,7372846,Sergio Infante,2017-11-14,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/9.csv
34600889,7372846,Sergio Infante,2017-11-14,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/72.csv
34600889,7372846,Sergio Infante,2017-11-14,18 (0),15 (0),15 (0),0 (0),0 (0),3 (0),0 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/65.csv
34600889,7372846,Sergio Infante,2017-11-14,41 (0),7 (0),33 (0),2 (0),0 (0),6 (0),2 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/68.csv
34600889,7372846,Sergio Infante,2017-11-14,7 (0),4 (0),4 (0),0 (0),0 (0),3 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/34.csv
34600889,7372846,Sergio Infante,2017-11-14,311 (0),50 (0),230 (0),31 (0),8 (0),52 (0),21 (0),0 (0),1 (0),6 (0),3 (0),6 (0),7 (0),9 (0),25.2662 (0),0.5 (0),12.6331 (0),A,75.0134 (0),/home/senior/senior/all_metric/34600889/74.csv
34600889,7372846,Sergio Infante,2017-11-14,19 (0),11 (0),11 (0),0 (0),0 (0),8 (0),0 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/5.csv
34600889,7372846,Sergio Infante,2017-11-14,10 (0),6 (0),6 (0),1 (0),0 (0),3 (0),1 (0),0 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,99.9035 (0),/home/senior/senior/all_metric/34600889/0.csv
34600889,7372846,Sergio Infante,2017-11-14,85 (0),47 (0),59 (0),0 (0),0 (0),26 (0),0 (0),12 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/26.csv
34600889,7372846,Sergio Infante,2017-11-14,18 (0),13 (0),13 (0),0 (0),0 (0),5 (0),0 (0),6 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/56.csv
34600889,7372846,Sergio Infante,2017-11-14,95 (0),82 (0),82 (0),0 (0),0 (0),13 (0),0 (0),28 (0),5 (0),19 (0),11 (0),22 (0),24 (0),33 (0),151.304 (0),2.89474 (0),437.985 (0),A,39.6262 (0),/home/senior/senior/all_metric/34600889/53.csv
34600889,7372846,Sergio Infante,2017-11-14,14 (0),10 (0),9 (0),0 (0),3 (0),2 (0),0 (0),7 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,100 (0),/home/senior/senior/all_metric/34600889/35.csv
34600889,7372846,Sergio Infante,2017-11-14,12 (0),4 (0),10 (0),0 (0),0 (0),2 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/61.csv
34600889,7372846,Sergio Infante,2017-11-14,15 (0),7 (0),13 (0),0 (0),0 (0),2 (0),0 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/25.csv
34600889,7372846,Sergio Infante,2017-11-14,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/34600889/19.csv
