project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index,file
40955019,09f70f6,Matt Nardoci,2019-12-04,96 (0),44 (0),56 (0),26 (0),0 (0),17 (0),23 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1179.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,32 (0),16 (0),22 (0),10 (0),0 (0),6 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/262.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,86 (0),62 (0),60 (0),11 (0),4 (0),14 (0),8 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/9.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,121 (0),31 (0),40 (0),50 (0),0 (0),32 (0),49 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1114.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,488 (0),197 (0),195 (0),22 (0),153 (0),118 (0),22 (0),24 (0),8 (0),49 (0),30 (0),55 (0),57 (0),85 (0),495.796 (0),4.4898 (0),2226.02 (0),A,54.0611 (0),/home/senior/senior/all_metric/40955019/375.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,234 (0),145 (0),145 (0),38 (0),0 (0),51 (0),38 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1107.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,356 (0),106 (0),141 (0),179 (0),0 (0),36 (0),179 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1092.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,69 (0),31 (0),30 (0),1 (0),25 (0),14 (0),0 (0),0 (0),3 (0),5 (0),3 (0),6 (0),8 (0),9 (0),27 (0),1.8 (0),48.6 (0),A,84.6944 (0),/home/senior/senior/all_metric/40955019/417.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,Not found 'loc',Not found 'lloc',Not found 'sloc',Not found 'comments',Not found 'multi',Not found 'blank',Not found 'single_comments',0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/544.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,779 (0),542 (0),642 (0),62 (0),13 (0),69 (0),55 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1637.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,17 (0),11 (0),9 (0),2 (0),0 (0),6 (0),2 (0),0 (0),2 (0),3 (0),2 (0),4 (0),5 (0),6 (0),13.9316 (0),1.33333 (0),18.5754 (0),A,93.3694 (0),/home/senior/senior/all_metric/40955019/1401.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,51 (0),4 (0),31 (0),0 (0),5 (0),15 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1004.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,139 (0),48 (0),64 (0),52 (0),0 (0),23 (0),52 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1120.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,313 (0),168 (0),192 (0),43 (0),0 (0),80 (0),41 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1109.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,342 (0),186 (0),179 (0),36 (0),80 (0),59 (0),24 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/605.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,153 (0),66 (0),64 (0),14 (0),39 (0),37 (0),13 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1250.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,26 (0),14 (0),13 (0),1 (0),5 (0),8 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/549.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,195 (0),124 (0),134 (0),11 (0),8 (0),48 (0),5 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1050.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,603 (0),317 (0),319 (0),73 (0),9 (0),219 (0),56 (0),3 (0),6 (0),65 (0),51 (0),96 (0),71 (0),147 (0),904.013 (0),4.43077 (0),4005.47 (0),A,48.2311 (0),/home/senior/senior/all_metric/40955019/1455.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,75 (0),47 (0),46 (0),2 (0),15 (0),12 (0),2 (0),0 (0),3 (0),7 (0),4 (0),8 (0),10 (0),12 (0),39.8631 (0),1.71429 (0),68.3368 (0),A,79.3465 (0),/home/senior/senior/all_metric/40955019/1643.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,230 (0),218 (0),214 (0),3 (0),0 (0),12 (0),4 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1653.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,Not found 'loc',Not found 'lloc',Not found 'sloc',Not found 'comments',Not found 'multi',Not found 'blank',Not found 'single_comments',0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/518.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,Not found 'loc',Not found 'lloc',Not found 'sloc',Not found 'comments',Not found 'multi',Not found 'blank',Not found 'single_comments',0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/526.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,41 (0),27 (0),25 (0),1 (0),8 (0),7 (0),1 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/438.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,279 (0),99 (0),220 (0),7 (0),19 (0),34 (0),6 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/512.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,100 (0),78 (0),82 (0),5 (0),0 (0),17 (0),1 (0),0 (0),1 (0),2 (0),5 (0),5 (0),3 (0),10 (0),15.8496 (0),1.25 (0),19.812 (0),A,63.9675 (0),/home/senior/senior/all_metric/40955019/1655.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,110 (0),87 (0),80 (0),18 (0),5 (0),15 (0),10 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/208.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,314 (0),190 (0),234 (0),9 (0),0 (0),73 (0),7 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1146.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,102 (0),45 (0),53 (0),39 (0),0 (0),10 (0),39 (0),0 (0),4 (0),7 (0),4 (0),7 (0),11 (0),11 (0),38.0537 (0),2 (0),76.1075 (0),A,80.816 (0),/home/senior/senior/all_metric/40955019/1295.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,494 (0),163 (0),226 (0),30 (0),145 (0),116 (0),7 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/342.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,66 (0),28 (0),51 (0),1 (0),3 (0),12 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/503.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,122 (0),43 (0),75 (0),4 (0),22 (0),23 (0),2 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1389.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,428 (0),161 (0),225 (0),60 (0),81 (0),119 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/348.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,304 (0),97 (0),83 (0),18 (0),160 (0),50 (0),11 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/72.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,129 (0),95 (0),92 (0),16 (0),3 (0),21 (0),13 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/849.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,52 (0),21 (0),21 (0),13 (0),4 (0),14 (0),13 (0),1 (0),2 (0),12 (0),8 (0),16 (0),14 (0),24 (0),91.3765 (0),1.33333 (0),121.835 (0),A,85.282 (0),/home/senior/senior/all_metric/40955019/728.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,727 (0),423 (0),504 (0),70 (0),0 (0),153 (0),70 (0),0 (0),8 (0),96 (0),116 (0),214 (0),104 (0),330 (0),2211.15 (0),8.91667 (0),19716 (0),A,31.6212 (0),/home/senior/senior/all_metric/40955019/1327.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,560 (0),323 (0),333 (0),104 (0),36 (0),96 (0),95 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/812.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,285 (0),177 (0),173 (0),47 (0),31 (0),46 (0),35 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/65.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,97 (0),46 (0),49 (0),14 (0),31 (0),16 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/240.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,312 (0),194 (0),194 (0),22 (0),20 (0),76 (0),22 (0),24 (0),8 (0),49 (0),30 (0),55 (0),57 (0),85 (0),495.796 (0),4.4898 (0),2226.02 (0),A,51.2082 (0),/home/senior/senior/all_metric/40955019/359.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,64 (0),19 (0),32 (0),4 (0),15 (0),13 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/68.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,122 (0),75 (0),67 (0),23 (0),8 (0),28 (0),19 (0),0 (0),6 (0),22 (0),15 (0),29 (0),28 (0),44 (0),211.524 (0),3.95455 (0),836.48 (0),A,70.4648 (0),/home/senior/senior/all_metric/40955019/1403.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,352 (0),100 (0),100 (0),146 (0),0 (0),106 (0),146 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1106.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,93 (0),46 (0),44 (0),17 (0),6 (0),28 (0),15 (0),0 (0),4 (0),11 (0),10 (0),18 (0),15 (0),28 (0),109.393 (0),3.27273 (0),358.013 (0),A,77.9417 (0),/home/senior/senior/all_metric/40955019/1450.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,112 (0),14 (0),73 (0),0 (0),16 (0),23 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1262.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,231 (0),165 (0),186 (0),17 (0),0 (0),28 (0),17 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1656.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,Not found 'loc',Not found 'lloc',Not found 'sloc',Not found 'comments',Not found 'multi',Not found 'blank',Not found 'single_comments',0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1581.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,67 (0),13 (0),18 (0),2 (0),35 (0),14 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/326.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,18 (0),8 (0),7 (0),1 (0),3 (0),7 (0),1 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/633.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,720 (0),444 (0),432 (0),111 (0),51 (0),171 (0),66 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/570.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,174 (0),107 (0),122 (0),37 (0),0 (0),27 (0),25 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1572.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,126 (0),75 (0),84 (0),21 (0),0 (0),23 (0),19 (0),0 (0),9 (0),23 (0),16 (0),27 (0),32 (0),43 (0),215 (0),5.28261 (0),1135.76 (0),A,66.9819 (0),/home/senior/senior/all_metric/40955019/1627.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,80 (0),46 (0),40 (0),7 (0),18 (0),17 (0),5 (0),0 (0),5 (0),11 (0),10 (0),18 (0),16 (0),28 (0),112 (0),4.09091 (0),458.182 (0),A,78.15 (0),/home/senior/senior/all_metric/40955019/442.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,30 (0),14 (0),20 (0),6 (0),0 (0),6 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/210.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,555 (0),305 (0),286 (0),36 (0),151 (0),88 (0),30 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/218.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,143 (0),114 (0),114 (0),10 (0),0 (0),23 (0),6 (0),0 (0),5 (0),18 (0),13 (0),23 (0),23 (0),36 (0),162.848 (0),3.19444 (0),520.21 (0),A,55.0033 (0),/home/senior/senior/all_metric/40955019/1014.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,348 (0),78 (0),210 (0),1 (0),107 (0),31 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/123.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,116 (0),71 (0),66 (0),10 (0),10 (0),30 (0),10 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1545.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,164 (0),113 (0),107 (0),25 (0),17 (0),28 (0),12 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/381.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,14 (0),7 (0),7 (0),3 (0),0 (0),4 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1269.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,196 (0),93 (0),107 (0),40 (0),33 (0),42 (0),14 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1170.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,90 (0),48 (0),51 (0),14 (0),7 (0),21 (0),11 (0),0 (0),5 (0),16 (0),10 (0),19 (0),21 (0),29 (0),127.377 (0),2.96875 (0),378.151 (0),A,76.7101 (0),/home/senior/senior/all_metric/40955019/401.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,49 (0),30 (0),29 (0),10 (0),3 (0),13 (0),4 (0),2 (0),8 (0),16 (0),8 (0),16 (0),24 (0),24 (0),110.039 (0),4 (0),440.156 (0),A,81.5597 (0),/home/senior/senior/all_metric/40955019/34.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,198 (0),129 (0),130 (0),28 (0),39 (0),14 (0),15 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/548.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,269 (0),126 (0),122 (0),74 (0),27 (0),79 (0),41 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/642.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,56 (0),38 (0),37 (0),6 (0),0 (0),12 (0),7 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1561.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,132 (0),95 (0),99 (0),3 (0),3 (0),30 (0),0 (0),5 (0),8 (0),27 (0),20 (0),36 (0),35 (0),56 (0),287.24 (0),5.33333 (0),1531.95 (0),A,52.4428 (0),/home/senior/senior/all_metric/40955019/1375.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,66 (0),4 (0),41 (0),0 (0),5 (0),20 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1005.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,27 (0),20 (0),18 (0),2 (0),3 (0),5 (0),1 (0),3 (0),4 (0),9 (0),5 (0),10 (0),13 (0),15 (0),55.5066 (0),2.22222 (0),123.348 (0),A,85.2238 (0),/home/senior/senior/all_metric/40955019/962.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,248 (0),101 (0),98 (0),23 (0),88 (0),43 (0),19 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/74.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,174 (0),84 (0),93 (0),48 (0),0 (0),33 (0),48 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1131.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,27 (0),15 (0),15 (0),13 (0),0 (0),7 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1591.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,239 (0),87 (0),165 (0),1 (0),19 (0),55 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/536.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,67 (0),32 (0),45 (0),7 (0),0 (0),15 (0),7 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1242.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,49 (0),9 (0),9 (0),26 (0),0 (0),14 (0),26 (0),2 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,63.321 (0),/home/senior/senior/all_metric/40955019/1530.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,74 (0),55 (0),53 (0),8 (0),3 (0),12 (0),6 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/84.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,104 (0),52 (0),52 (0),27 (0),0 (0),25 (0),27 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1493.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,11 (0),6 (0),5 (0),0 (0),3 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/425.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,37 (0),25 (0),25 (0),6 (0),0 (0),7 (0),5 (0),0 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,86.4863 (0),/home/senior/senior/all_metric/40955019/5.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,26 (0),16 (0),16 (0),1 (0),0 (0),9 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/212.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,180 (0),138 (0),135 (0),22 (0),0 (0),24 (0),21 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/139.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,20 (0),12 (0),12 (0),3 (0),0 (0),5 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1492.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,59 (0),7 (0),14 (0),0 (0),19 (0),26 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1582.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,111 (0),29 (0),29 (0),19 (0),38 (0),33 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1248.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,101 (0),41 (0),75 (0),1 (0),11 (0),15 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/535.csv
